ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
1179-5522,1179-5522,Clinical Medicine Insights: Gastroenterology,DOAJ,2008,Clinical Medicine Insights: Gastroenterology,issn_e,3.2010 -,2010 -,2010
1179-5549,1179-5549,Clinical Medicine Insights: Oncology,DOAJ,2007,Clinical Medicine Insights: Oncology,issn_e,4.2010 -,2010 -,2010
1179-5557,1179-5557,Clinical Medicine Insights: Pathology,DOAJ,2008,Clinical Medicine Insights: Pathology,issn_e,3.2010 -,2010 -,2010
1179-5581,1179-5581,Clinical Medicine Insights: Reproductive Health,DOAJ,2008,Clinical Medicine Insights: Reproductive Health,issn_e,2010 -,2010 -,2010
1179-559X,1179-559X,Clinical Medicine Insights: Therapeutics,DOAJ,2009,Clinical Medicine Insights: Therapeutics,issn_e,2.2010 -,2010 -,2010
1179-562X,1179-562X,Clinical Medicine Insights: Women's Health,DOAJ,2008,Clinical Medicine Insights: Women's Health,issn_e,3.2010 -,2010 -,2010
1179-5735,1179-5735,Journal of Central Nervous System Disease,DOAJ,2009,Journal of Central Nervous System Disease,issn_e,2.2010 -,2010 -,2010
1338-3973,1210-3896,Slovak Journal of Civil Engineering,DOAJ,2010,Slovak Journal of Civil Engineering,issn_e,Nachgewiesen 11.2003 -,2003 -,2003
1212-1800,1212-1800,Czech Journal of Food Sciences,DOAJ,2007,Czech Journal of Food Sciences,issn_print,16.1998 -,1998 -,1998
1212-1800,1212-1800,Czech Journal of Food Sciences,DOAJ,2007,Czech Journal of Food Sciences,issn_print,Nachgewiesen 20.2002 -,2002 -,2002
1805-9309,1212-1819,Czech Journal of Animal Science,DOAJ,2004,Czech Journal of Animal Science,issn_e,Nachgewiesen 47.2002 -,2002 -,2002
1212-1819,1212-1819,Czech Journal of Animal Science,DOAJ,2004,Czech Journal of Animal Science,issn_print,Nachgewiesen 47.2002 -,2002 -,2002
1212-1819,1212-1819,Czech Journal of Animal Science,DOAJ,2004,Czech Journal of Animal Science,issn_print,43.1998 -,1998 -,1998
1212-1975,1212-1975,Czech Journal of Genetics and Plant Breeding,DOAJ,2002,Czech Journal of Genetics and Plant Breeding,issn_print,34.1998 -,1998 -,1998
1212-1975,1212-1975,Czech Journal of Genetics and Plant Breeding,DOAJ,2002,Czech Journal of Genetics and Plant Breeding,issn_print,Nachgewiesen 38.2002 -,2002 -,2002
1212-2580,1212-2580,Plant Protection Science,DOAJ,2007,Plant Protection Science,issn_print,34.1998 -,1998 -,1998
1212-2580,1212-2580,Plant Protection Science,DOAJ,2007,Plant Protection Science,issn_print,Nachgewiesen 38.2002 -,2002 -,2002
1217-8837,1217-8837,Acta Zoologica Academiae Scientiarum Hungaricae,DOAJ,2003,Acta Zoologica Academiae Scientiarum Hungaricae,issn_print,Nachgewiesen 40.1994 -,1994 -,1994
1217-8837,1217-8837,Acta Zoologica Academiae Scientiarum Hungaricae,DOAJ,2003,Acta Zoologica Academiae Scientiarum Hungaricae,issn_print,1.1954/55 - 29.1983; 40.1994 -,1994 -,1994
1844-0835,1224-1784,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,DOAJ,2001,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,issn_e,Nachgewiesen 4.1996; 8.2000 -,2000 -,2000
1224-1784,1224-1784,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,DOAJ,2001,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,issn_print,2.1994 -,1994 -,1994
1224-1784,1224-1784,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,DOAJ,2001,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,issn_print,Nachgewiesen 4.1996; 8.2000 -,2000 -,2000
1229-8093,1229-8093,Mycobiology,DOAJ,2018,Mycobiology,issn_print,28.2000 -,2000 -,2000
1229-8093,1229-8093,Mycobiology,DOAJ,2018,Mycobiology,issn_print,28.2000 -,2000 -,2000
2092-9323,1229-8093,Mycobiology,DOAJ,2018,Mycobiology,issn_e,28.2000 -,2000 -,2000
2092-9323,1229-8093,Mycobiology,DOAJ,2018,Mycobiology,issn_e,28.2000 -,2000 -,2000
1229-845X,1229-845X,Journal of Veterinary Science,DOAJ,2006,Journal of Veterinary Science,issn_print,1.2000 -,2000 -,2000
1229-845X,1229-845X,Journal of Veterinary Science,DOAJ,2006,Journal of Veterinary Science,issn_print,1.2000 -,2000 -,2000
1976-555X,1229-845X,Journal of Veterinary Science,DOAJ,2006,Journal of Veterinary Science,issn_e,1.2000 -,2000 -,2000
1976-555X,1229-845X,Journal of Veterinary Science,DOAJ,2006,Journal of Veterinary Science,issn_e,1.2000 -,2000 -,2000
2083-6007,1230-0322,Polish Journal of Food and Nutrition Sciences,DOAJ,2011,Polish Journal of Food and Nutrition Sciences,issn_e,1=42.1992 - 15=56.2006; 57.2007 -,2007 -,2007
2081-8858,1230-1868,Operations Research and Decisions,DOAJ,2010,Operations Research and Decisions,issn_print,20.2010 -,2010 -,2010
2081-8858,1230-1868,Operations Research and Decisions,DOAJ,2010,Operations Research and Decisions,issn_print,20.2010 -,2010 -,2010
2081-8858,1230-1868,Operations Research and Decisions,DOAJ,2010,Operations Research and Decisions,issn_print,Nachgewiesen 1991 - 2009,1991 -,1991
1230-2945,1230-2945,Archives of Civil Engineering,DOAJ,2010,Archives of Civil Engineering,issn_print,Nachgewiesen 38.1992 -,1992 -,1992
1230-2945,1230-2945,Archives of Civil Engineering,DOAJ,2010,Archives of Civil Engineering,issn_print,Nachgewiesen 49.2003 -,2003 -,2003
2083-6023,1231-0956,Archives of Thermodynamics,DOAJ,2010,Archives of Thermodynamics,issn_e,13.1992 -,1992 -,1992
1232-1087,1232-1087,International Journal of Occupational Medicine and Environmental Health,DOAJ,2011,International Journal of Occupational Medicine and Environmental Health,issn_print,7.1994 - 23.2010,1994 -,1994
1896-494X,1232-1087,International Journal of Occupational Medicine and Environmental Health,DOAJ,2011,International Journal of Occupational Medicine and Environmental Health,issn_e,7.1994 - 23.2010,1994 -,1994
1232-1966,1232-1966,Annals of Agricultural and Environmental Medicine,DOAJ,1998,Annals of Agricultural and Environmental Medicine,issn_print,1.1994 -,1994 -,1994
1898-2263,1232-1966,Annals of Agricultural and Environmental Medicine,DOAJ,1998,Annals of Agricultural and Environmental Medicine,issn_e,1.1994 -,1994 -,1994
1232-9274,1232-9274,Opuscula Mathematica,DOAJ,2004,Opuscula Mathematica,issn_print,1.1985 -,1985 -,1985
1232-9274,1232-9274,Opuscula Mathematica,DOAJ,2004,Opuscula Mathematica,issn_print,Nachgewiesen 23.2003 -,2003 -,2003
1233-9687,1233-9687,Polish Journal of Pathology,DOAJ,2009,Polish Journal of Pathology,issn_print,45.1994 -,1994 -,1994
1233-9687,1233-9687,Polish Journal of Pathology,DOAJ,2009,Polish Journal of Pathology,issn_print,Nachgewiesen 46.1995 -,1995 -,1995
2083-5892,1234-3099,Discussiones Mathematicae Graph Theory,DOAJ,2013,Discussiones Mathematicae Graph Theory,issn_e,Nachgewiesen 15.1995 -,1995 -,1995
1234-950X,1234-950X,Acta Angiologica,DOAJ,1995,Acta Angiologica,issn_print,Nachgewiesen 7.2001 -,2001 -,2001
1644-3276,1234-950X,Acta Angiologica,DOAJ,1995,Acta Angiologica,issn_e,Nachgewiesen 7.2001 -,2001 -,2001
1239-629X,1239-629X,Annales Academiae Scientiarum Fennicae: Mathematica,DOAJ,1975,Annales Academiae Scientiarum Fennicae: Mathematica,issn_print,21.1996 -,1996 -,1996
1798-2383,1239-629X,Annales Academiae Scientiarum Fennicae: Mathematica,DOAJ,1975,Annales Academiae Scientiarum Fennicae: Mathematica,issn_e,21.1996 -,1996 -,1996
1239-9736,1239-9736,International Journal of Circumpolar Health,DOAJ,2002,International Journal of Circumpolar Health,issn_print,Nachgewiesen 56.1997 -,1997 -,1997
1239-9736,1239-9736,International Journal of Circumpolar Health,DOAJ,2002,International Journal of Circumpolar Health,issn_print,56.1997 - 70.2011,1997 -,1997
1776-1042,1252-607X,Parasite,DOAJ,2013,Parasite,issn_e,1.1994 - 19.2012,1994 -,1994
1776-1042,1252-607X,Parasite,DOAJ,2013,Parasite,issn_e,Nachgewiesen 12.2005 -,2005 -,2005
1252-607X,1252-607X,Parasite,DOAJ,2013,Parasite,issn_print,1.1994 - 19.2012,1994 -,1994
1252-607X,1252-607X,Parasite,DOAJ,2013,Parasite,issn_print,Nachgewiesen 12.2005 -,2005 -,2005
1257-5011,1257-5011,World Rabbit Science,DOAJ,2013,World Rabbit Science,issn_print,1.1993 -,1993 -,1993
1278-3331,1278-3331,Anglophonia,DOAJ,2011,Anglophonia,issn_print,1997 -,1997 -,1997
1278-3331,1278-3331,Anglophonia,DOAJ,2011,Anglophonia,issn_print,Nr. 1.1997 - 35.2014,1997 -,1997
1280-8571,1280-8571,Adansonia,DOAJ,2000,Adansonia,issn_print,Nachgewiesen 4.Ser. 17.1995 - 18.1996; 19.1997 -,1997 -,1997
1280-8571,1280-8571,Adansonia,DOAJ,2000,Adansonia,issn_print,N.S. 1.1961 - 13.1973/74; 2.Sér. 14.1974/75 - 20.1980/81; 3.Ser. 19.1997 -,1997 -,1997
1639-4798,1280-8571,Adansonia,DOAJ,2000,Adansonia,issn_e,N.S. 1.1961 - 13.1973/74; 2.Sér. 14.1974/75 - 20.1980/81; 3.Ser. 19.1997 -,1997 -,1997
1300-7157,1300-7157,Epilepsi,DOAJ,2017,Epilepsi,issn_print,1.1995 -,1995 -,1995
1300-7777,1300-7777,Turkish Journal of Hematology,DOAJ,1999,Turkish Journal of Hematology,issn_print,Nachgewiesen 14.1996 -,1996 -,1996
1309-2545,1301-062X,Türk Nöroloji Dergisi,DOAJ,2004,Türk Nöroloji Dergisi,issn_e,Nachgewiesen 12.2006 -,2006 -,2006
1301-062X,1301-062X,Türk Nöroloji Dergisi,DOAJ,2004,Türk Nöroloji Dergisi,issn_print,Nachgewiesen 12.2006 -,2006 -,2006
1308-5263,1308-5263,Turkish Journal of Hematology,DOAJ,1999,Turkish Journal of Hematology,issn_e,Nachgewiesen 14.1996 -,1996 -,1996
1308-6294,1308-6294,Turkderm,DOAJ,2002,Turkderm,issn_e,Nachgewiesen 20.1986 -,1986 -,1986
1308-6294,1308-6294,Turkderm,DOAJ,2002,Turkderm,issn_e,Nachgewiesen 33.1999 -,1999 -,1999
1309-6915,1309-6915,Megaron,DOAJ,2017,Megaron,issn_e,Nachgewiesen 4.2009 -,2009 -,2009
1314-3530,1310-2818,Biotechnology & Biotechnological Equipment,DOAJ,2014,Biotechnology & Biotechnological Equipment,issn_e,1.1986 -,1986 -,1986
1310-2818,1310-2818,Biotechnology & Biotechnological Equipment,DOAJ,2014,Biotechnology & Biotechnological Equipment,issn_print,1.1986 -,1986 -,1986
1311-0160,1311-0160,Balkan Journal of Medical Genetics,DOAJ,2007,Balkan Journal of Medical Genetics,issn_print,1.1998 -,1998 -,1998
1311-0160,1311-0160,Balkan Journal of Medical Genetics,DOAJ,2007,Balkan Journal of Medical Genetics,issn_print,Nachgewiesen 10.2007 -,2007 -,2007
1580-3155,1318-0207,Acta Chimica Slovenica,DOAJ,1998,Acta Chimica Slovenica,issn_e,40.1993 -,1993 -,1993
1580-3155,1318-0207,Acta Chimica Slovenica,DOAJ,1998,Acta Chimica Slovenica,issn_e,Nachgewiesen 10.1963 -,1963 -,1963
1318-0207,1318-0207,Acta Chimica Slovenica,DOAJ,1998,Acta Chimica Slovenica,issn_print,40.1993 -,1993 -,1993
1318-0207,1318-0207,Acta Chimica Slovenica,DOAJ,1998,Acta Chimica Slovenica,issn_print,Nachgewiesen 10.1963 -,1963 -,1963
1581-0224,1318-0347,Zdravniški Vestnik,DOAJ,2008,Zdravniški Vestnik,issn_e,Nachgewiesen 70.2001 -,2001 -,2001
1581-0224,1318-0347,Zdravniški Vestnik,DOAJ,2008,Zdravniški Vestnik,issn_e,"1.1929 - 13.1941; 61.1992,5/6 -",1929 -,1929
1318-0347,1318-0347,Zdravniški Vestnik,DOAJ,2008,Zdravniški Vestnik,issn_print,Nachgewiesen 70.2001 -,2001 -,2001
1318-0347,1318-0347,Zdravniški Vestnik,DOAJ,2008,Zdravniški Vestnik,issn_print,"1.1929 - 13.1941; 61.1992,5/6 -",1929 -,1929
1581-3207,1318-2099,Radiology and Oncology,DOAJ,2007,Radiology and Oncology,issn_e,Nachgewiesen 35.2001 -,2001 -,2001
1581-3207,1318-2099,Radiology and Oncology,DOAJ,2007,Radiology and Oncology,issn_e,26.1992 -,1992 -,1992
1319-2442,1319-2442,Saudi Journal of Kidney Diseases and Transplantation,DOAJ,2007,Saudi Journal of Kidney Diseases and Transplantation,issn_print,5.1994 -,1994 -,1994
1319-2442,1319-2442,Saudi Journal of Kidney Diseases and Transplantation,DOAJ,2007,Saudi Journal of Kidney Diseases and Transplantation,issn_print,5.1994 -,1994 -,1994
2320-3838,1319-2442,Saudi Journal of Kidney Diseases and Transplantation,DOAJ,2007,Saudi Journal of Kidney Diseases and Transplantation,issn_e,5.1994 -,1994 -,1994
2320-3838,1319-2442,Saudi Journal of Kidney Diseases and Transplantation,DOAJ,2007,Saudi Journal of Kidney Diseases and Transplantation,issn_e,5.1994 -,1994 -,1994
1319-4534,1319-4534,Saudi Journal of Ophthalmology,DOAJ,2009,Saudi Journal of Ophthalmology,issn_print,Nachgewiesen 23.2009 -,2009 -,2009
1319-4534,1319-4534,Saudi Journal of Ophthalmology,DOAJ,2009,Saudi Journal of Ophthalmology,issn_print,5.1991 -,1991 -,1991
1319-6103,1319-6103,Journal of Saudi Chemical Society,DOAJ,2009,Journal of Saudi Chemical Society,issn_print,"1.1997 - 12.2008,3",1997 -,1997
1753-6405,1326-0200,Australian and New Zealand Journal of Public Health,DOAJ,2017,Australian and New Zealand Journal of Public Health,issn_e,20.1996 -,1996 -,1996
1753-6405,1326-0200,Australian and New Zealand Journal of Public Health,DOAJ,2017,Australian and New Zealand Journal of Public Health,issn_e,1.1977 -,1977 -,1977
1846-9558,1330-0075,Acta Pharmaceutica,DOAJ,2007,Acta Pharmaceutica,issn_e,42.1992 -,1992 -,1992
1846-9558,1330-0075,Acta Pharmaceutica,DOAJ,2007,Acta Pharmaceutica,issn_e,Nachgewiesen 47.1997 -,1997 -,1997
1330-3651,1330-3651,Tehni�?ki Vjesnik,DOAJ,2006,Tehnički Vjesnik,issn_print,Nachgewiesen 5.1998 -,1998 -,1998
1330-3651,1330-3651,Tehni�?ki Vjesnik,DOAJ,2006,Tehnički Vjesnik,issn_print,Nachgewiesen 13.2006 -,2006 -,2006
1330-9862,1330-9862,Food Technology and Biotechnology,DOAJ,2000,Food Technology and Biotechnology,issn_print,Nachgewiesen 38.2000 -,2000 -,2000
1330-9862,1330-9862,Food Technology and Biotechnology,DOAJ,2000,Food Technology and Biotechnology,issn_print,34.1996 -,1996 -,1996
1334-2606,1330-9862,Food Technology and Biotechnology,DOAJ,2000,Food Technology and Biotechnology,issn_e,Nachgewiesen 38.2000 -,2000 -,2000
1849-1162,1331-5609,Zagreb International Review of Economics and Business,DOAJ,2006,Zagreb International Review of Economics and Business,issn_e,1.1998 -,1998 -,1998
1331-8004,1331-8004,Zbornik radova Ekonomskog fakulteta u Rijeci : �?asopis za ekonomsku teoriju i praksu,DOAJ,2003,Zbornik radova Ekonomskog fakulteta u Rijeci : časopis za ekonomsku teoriju i praksu,issn_print,Nachgewiesen 22.2004 -,2004 -,2004
1336-8052,1335-0552,Geologica Carpathica,DOAJ,2009,Geologica Carpathica,issn_e,1.1950 -,1950 -,1950
1336-8052,1335-0552,Geologica Carpathica,DOAJ,2009,Geologica Carpathica,issn_e,42.1991 -,1991 -,1991
1335-1788,1335-1788,Acta Montanistica Slovaca,DOAJ,2004,Acta Montanistica Slovaca,issn_print,1.1996 -,1996 -,1996
1335-1788,1335-1788,Acta Montanistica Slovaca,DOAJ,2004,Acta Montanistica Slovaca,issn_print,1.1996 -,1996 -,1996
1335-8871,1335-8871,Measurement Science Review,DOAJ,2008,Measurement Science Review,issn_e,1.2001 -,2001 -,2001
1339-0015,1336-9180,"Journal of Applied Mathematics, Statistics and Informatics",DOAJ,2012,"Journal of Applied Mathematics, Statistics and Informatics",issn_e,1.2005 -,2005 -,2005
1347-4715,1342-078X,Environmental Health and Preventive Medicine,DOAJ,2008,Environmental Health and Preventive Medicine,issn_e,1.1996 -,1996 -,1996
1342-078X,1342-078X,Environmental Health and Preventive Medicine,DOAJ,2008,Environmental Health and Preventive Medicine,issn_print,1.1996 -,1996 -,1996
1343-8832,1343-8832,"Earth, Planets and Space",DOAJ,2014,"Earth, Planets and Space",issn_print,50.1998 -,1998 -,1998
1343-8832,1343-8832,"Earth, Planets and Space",DOAJ,2014,"Earth, Planets and Space",issn_print,50.1998 - 65.2013,1998 -,1998
1343-8832,1343-8832,"Earth, Planets and Space",DOAJ,2014,"Earth, Planets and Space",issn_print,50/63.1998/2011 -,2011 -,2011
1880-5981,1343-8832,"Earth, Planets and Space",DOAJ,2014,"Earth, Planets and Space",issn_e,50.1998 -,1998 -,1998
1349-1008,1343-943X,Plant Production Science,DOAJ,2003,Plant Production Science,issn_e,1.1998 -,1998 -,1998
1343-943X,1343-943X,Plant Production Science,DOAJ,2003,Plant Production Science,issn_print,1.1998 -,1998 -,1998
1347-8613,1347-8613,Journal of Pharmacological Sciences,DOAJ,2015,Journal of Pharmacological Sciences,issn_print,91.2003 - 126.2014,2003 -,2003
1347-8613,1347-8613,Journal of Pharmacological Sciences,DOAJ,2015,Journal of Pharmacological Sciences,issn_print,91.2003 -,2003 -,2003
1349-7006,1347-9032,Cancer Science,DOAJ,2014,Cancer Science,issn_e,94.2003 -,2003 -,2003
1349-4147,1348-8945,Tropical Medicine and Health,DOAJ,2016,Tropical Medicine and Health,issn_e,Nachgewiesen 32.2004 -,2004 -,2004
1348-8945,1348-8945,Tropical Medicine and Health,DOAJ,2016,Tropical Medicine and Health,issn_print,Nachgewiesen 32.2004 -,2004 -,2004
1359-6349,1359-6349,EJC Supplements,DOAJ,2012,EJC Supplements,issn_print,1.2003 -,2003 -,2003
1359-6349,1359-6349,EJC Supplements,DOAJ,2012,EJC Supplements,issn_print,"1.2003 - 12.2014,2",2003 -,2003
1364-0429,1364-0429,Journal of Conservation and Museum Studies,DOAJ,2011,Journal of Conservation and Museum Studies,issn_e,1.1996 -,1996 -,1996
1364-8535,1364-8535,Critical Care,DOAJ,1998,Critical Care,issn_print,1.1997 - 9.2005,1997 -,1997
1364-8535,1364-8535,Critical Care,DOAJ,1998,Critical Care,issn_print,1.1997 -,1997 -,1997
1466-609X,1364-8535,Critical Care,DOAJ,1998,Critical Care,issn_e,1.1997 - 9.2005,1997 -,1997
1466-609X,1364-8535,Critical Care,DOAJ,1998,Critical Care,issn_e,1.1997 -,1997 -,1997
2046-4924,1366-5278,Health Technology Assessment,DOAJ,2001,Health Technology Assessment,issn_e,1.1997 -,1997 -,1997
2046-4924,1366-5278,Health Technology Assessment,DOAJ,2001,Health Technology Assessment,issn_e,1.1997 -,1997 -,1997
1366-5278,1366-5278,Health Technology Assessment,DOAJ,2001,Health Technology Assessment,issn_print,1.1997 -,1997 -,1997
1366-5278,1366-5278,Health Technology Assessment,DOAJ,2001,Health Technology Assessment,issn_print,1.1997 -,1997 -,1997
1369-7625,1369-6513,Health Expectations,DOAJ,2016,Health Expectations,issn_e,1.1998 - 16.2013,1998 -,1998
1369-7625,1369-6513,Health Expectations,DOAJ,2016,Health Expectations,issn_e,1.1998 -,1998 -,1998
2304-070X,1369-9997,Open Praxis,DOAJ,2013,Open Praxis,issn_e,Nr. 1.2006; 1.2007 -,2007 -,2007
1381-4788,1381-4788,European Journal of General Practice,DOAJ,2016,European Journal of General Practice,issn_print,1.1995 -,1995 -,1995
1751-1402,1381-4788,European Journal of General Practice,DOAJ,2016,European Journal of General Practice,issn_e,1.1995 -,1995 -,1995
1382-2373,1382-2373,NWIG,DOAJ,2013,NWIG,issn_print,40.1960 -,1960 -,1960
1385-772X,1385-772X,Designed Monomers and Polymers,DOAJ,2016,Designed Monomers and Polymers,issn_print,1.1998 - 12.2009,1998 -,1998
1385-772X,1385-772X,Designed Monomers and Polymers,DOAJ,2016,Designed Monomers and Polymers,issn_print,1.1998 -,1998 -,1998
1568-5551,1385-772X,Designed Monomers and Polymers,DOAJ,2016,Designed Monomers and Polymers,issn_e,1.1998 - 12.2009,1998 -,1998
1568-5551,1385-772X,Designed Monomers and Polymers,DOAJ,2016,Designed Monomers and Polymers,issn_e,1.1998 -,1998 -,1998
1388-0209,1388-0209,Pharmaceutical Biology,DOAJ,2017,Pharmaceutical Biology,issn_print,36.1998 -,1998 -,1998
1388-0209,1388-0209,Pharmaceutical Biology,DOAJ,2017,Pharmaceutical Biology,issn_print,1.1961 -,1961 -,1961
1744-5116,1388-0209,Pharmaceutical Biology,DOAJ,2017,Pharmaceutical Biology,issn_e,1.1961 - 19.1981,1961 -,1961
1744-5116,1388-0209,Pharmaceutical Biology,DOAJ,2017,Pharmaceutical Biology,issn_e,20.1982 - 28.1990,1982 -,1982
1744-5116,1388-0209,Pharmaceutical Biology,DOAJ,2017,Pharmaceutical Biology,issn_e,36.1998 -,1998 -,1998
1744-5116,1388-0209,Pharmaceutical Biology,DOAJ,2017,Pharmaceutical Biology,issn_e,1.1961 -,1961 -,1961
1390-0099,1390-0099,Procesos: Revista Ecuatoriana de Historia,DOAJ,2011,Procesos: Revista Ecuatoriana de Historia,issn_e,Nr. 1.1991 -,1991 -,1991
1390-3861,1390-3861,Sophía: Colección de Filosofía de la Educación,DOAJ,2009,Sophía: Colección de Filosofía de la Educación,issn_print,1.2006 -,2006 -,2006
1391-8834,1391-8834,Sri Lankan Journal of Anaesthesiology,DOAJ,2009,Sri Lankan Journal of Anaesthesiology,issn_print,Nachgewiesen 16.2008 -,2008 -,2008
1392-1320,1392-1320,Medžiagotyra,DOAJ,2012,Medžiagotyra,issn_print,Nachgewiesen 11.2005 -,2005 -,2005
1392-1320,1392-1320,Medžiagotyra,DOAJ,2012,Medžiagotyra,issn_print,Nachgewiesen 2011 -,2011 -,2011
1392-3196,1392-3196,Žemdirbystė,DOAJ,2004,Žemdirbystė,issn_print,88. 2004 -,2004 -,2004
1392-3196,1392-3196,Žemdirbystė,DOAJ,2004,Žemdirbystė,issn_print,51.1996 -,1996 -,1996
1392-6292,1392-6292,Mathematical Modelling and Analysis,DOAJ,2018,Mathematical Modelling and Analysis,issn_print,Nachgewiesen 3.1998 -,1998 -,1998
1392-8716,1392-8716,Journal of Vibroengineering,DOAJ,2018,Journal of Vibroengineering,issn_print,Nachgewiesen 2/3.2000 -,2000 -,2000
2001-5119,1403-1108,Nordicom Review,DOAJ,2000,Nordicom Review,issn_e,Nachgewiesen 17.1996 -,1996 -,1996
2448-5799,1405-1435,Convergencia,DOAJ,2002,Convergencia,issn_e,Nachgewiesen 6.1999 -,1999 -,1999
1405-1435,1405-1435,Convergencia,DOAJ,2002,Convergencia,issn_print,Nachgewiesen 6.1999 -,1999 -,1999
1405-3322,1405-3322,Boletín de la Sociedad Geológica Mexicana,DOAJ,1904,Boletín de la Sociedad Geológica Mexicana,issn_print,1.1904 - 8.1912; 2. Época 9.1936 - 19.1956; 3. Época 20.1957 -,1957 -,1957
1405-7425,1405-7425,Papeles de Población,DOAJ,2004,Papeles de Población,issn_print,Nr. 1.1994 -,1994 -,1994
1405-8421,1405-8421,"Economía, Sociedad y Territorio",DOAJ,1997,"Economía, Sociedad y Territorio",issn_print,8.2008 -,2008 -,2008
1406-0701,1406-0701,Interlitteraria,DOAJ,2012,Interlitteraria,issn_print,1.1996 -,1996 -,1996
1406-0701,1406-0701,Interlitteraria,DOAJ,2012,Interlitteraria,issn_print,1.1996 -,1996 -,1996
2228-4729,1406-0701,Interlitteraria,DOAJ,2012,Interlitteraria,issn_e,1.1996 -,1996 -,1996
1406-099X,1406-099X,Baltic Journal of Economics,DOAJ,2014,Baltic Journal of Economics,issn_print,1.2000 -,2000 -,2000
1736-7409,1406-4243,Sign Systems Studies,DOAJ,2009,Sign Systems Studies,issn_e,26.1998 -,1998 -,1998
1406-4243,1406-4243,Sign Systems Studies,DOAJ,2009,Sign Systems Studies,issn_print,26.1998 -,1998 -,1998
1406-4243,1406-4243,Sign Systems Studies,DOAJ,2009,Sign Systems Studies,issn_print,26.1998 -,1998 -,1998
1408-967X,1408-967X,Documenta Praehistorica,DOAJ,2003,Documenta Praehistorica,issn_print,25.1998 -,1998 -,1998
1408-967X,1408-967X,Documenta Praehistorica,DOAJ,2003,Documenta Praehistorica,issn_print,Nachgewiesen 21.1993 -,1993 -,1993
1409-1070,1409-1070,Economía y Sociedad,DOAJ,1996,Economía y Sociedad,issn_print,Nr. 1.1998 -,1998 -,1998
1411-2272,1411-2272,Wacana: Journal of the Humanities of Indonesia,DOAJ,2008,Wacana: Journal of the Humanities of Indonesia,issn_print,1.1999 -,1999 -,1999
1413-7054,1413-7054,Ciência e Agrotecnologia,DOAJ,2005,Ciência e Agrotecnologia,issn_print,Nachgewiesen 23.1999 -,1999 -,1999
1413-7054,1413-7054,Ciência e Agrotecnologia,DOAJ,2005,Ciência e Agrotecnologia,issn_print,20.1996 -,1996 -,1996
1981-1829,1413-7054,Ciência e Agrotecnologia,DOAJ,2005,Ciência e Agrotecnologia,issn_e,Nachgewiesen 23.1999 -,1999 -,1999
1413-7704,1413-7704,Tempo,DOAJ,2005,Tempo,issn_print,"1.1996 - 15.2011,30",1996 -,1996
1413-7704,1413-7704,Tempo,DOAJ,2005,Tempo,issn_print,1.1996 -,1996 -,1996
1413-7852,1413-7852,Acta Ortopédica Brasileira,DOAJ,2000,Acta Ortopédica Brasileira,issn_print,Nachgewiesen 8.2000 -,2000 -,2000
1413-7852,1413-7852,Acta Ortopédica Brasileira,DOAJ,2000,Acta Ortopédica Brasileira,issn_print,1.1993 -,1993 -,1993
1678-4561,1413-8123,Ciência & Saúde Coletiva,DOAJ,1998,Ciência & Saúde Coletiva,issn_e,Nachgewiesen 6.2001 -,2001 -,2001
1413-8123,1413-8123,Ciência & Saúde Coletiva,DOAJ,1998,Ciência & Saúde Coletiva,issn_print,Nachgewiesen 6.2001 -,2001 -,2001
1413-8670,1413-8670,Brazilian Journal of Infectious Diseases,DOAJ,2001,Brazilian Journal of Infectious Diseases,issn_print,Nachgewiesen 5.2001 -,2001 -,2001
1413-8670,1413-8670,Brazilian Journal of Infectious Diseases,DOAJ,2001,Brazilian Journal of Infectious Diseases,issn_print,1.1997 - 12.2008[?],1997 -,1997
1678-4391,1413-8670,Brazilian Journal of Infectious Diseases,DOAJ,2001,Brazilian Journal of Infectious Diseases,issn_e,Nachgewiesen 5.2001 -,2001 -,2001
1678-4391,1413-8670,Brazilian Journal of Infectious Diseases,DOAJ,2001,Brazilian Journal of Infectious Diseases,issn_e,1.1997 - 12.2008[?],1997 -,1997
1981-5344,1413-9936,Perspectivas em Ciência da Informação,DOAJ,2006,Perspectivas em Ciência da Informação,issn_e,1.1996 -,1996 -,1996
1807-1929,1415-4366,Revista Brasileira de Engenharia Agrícola e Ambiental - Agriambi,DOAJ,2000,Revista Brasileira de Engenharia Agrícola e Ambiental - Agriambi,issn_e,Nachgewiesen 7.2003 -,2003 -,2003
1415-4366,1415-4366,Revista Brasileira de Engenharia Agrícola e Ambiental - Agriambi,DOAJ,2000,Revista Brasileira de Engenharia Agrícola e Ambiental - Agriambi,issn_print,Nachgewiesen 7.2003 -,2003 -,2003
