ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
1745-3682,1745-3674,Acta Orthopaedica,DOAJ,2005,Acta Orthopaedica,issn_e,76.2005 -,2005 -,2005
1745-3682,1745-3674,Acta Orthopaedica,DOAJ,2005,Acta Orthopaedica,issn_e,76.2005 -,2005 -,2005
1745-5065,1745-5057,Women's Health,DOAJ,2005,Women's Health,issn_e,1.2005 -,2005 -,2005
1745-5065,1745-5057,Women's Health,DOAJ,2005,Women's Health,issn_e,1.2005 - 12.2016,2005 -,2005
1745-6150,1745-6150,Biology Direct,DOAJ,2006,Biology Direct,issn_e,1.2006 -,2006 -,2006
1745-6215,1745-6215,Trials,DOAJ,2006,Trials,issn_e,1.2000 -,2000 -,2000
1745-6673,1745-6673,Journal of Occupational Medicine and Toxicology,DOAJ,2006,Journal of Occupational Medicine and Toxicology,issn_e,1.2006 -,2006 -,2006
1745-8080,1745-8080,Journal of Experimental Nanoscience,DOAJ,2016,Journal of Experimental Nanoscience,issn_print,"1.2006-volume 11, numbers 13/18 (September/December 2016)",NA,NA
1745-8080,1745-8080,Journal of Experimental Nanoscience,DOAJ,2016,Journal of Experimental Nanoscience,issn_print,1.2006 -,2006 -,2006
1745-8099,1745-8080,Journal of Experimental Nanoscience,DOAJ,2016,Journal of Experimental Nanoscience,issn_e,"1.2006-volume 11, numbers 13/18 (September/December 2016)",NA,NA
1745-8099,1745-8080,Journal of Experimental Nanoscience,DOAJ,2016,Journal of Experimental Nanoscience,issn_e,1.2006 -,2006 -,2006
1746-1596,1746-1596,Diagnostic Pathology,DOAJ,2006,Diagnostic Pathology,issn_e,1.2006 -,2006 -,2006
1746-160X,1746-160X,Head & Face Medicine,DOAJ,2005,Head & Face Medicine,issn_e,1.2005 -,2005 -,2005
1746-4269,1746-4269,Journal of Ethnobiology and Ethnomedicine,DOAJ,2005,Journal of Ethnobiology and Ethnomedicine,issn_e,1.2005 -,2005 -,2005
1746-4358,1746-4358,International Breastfeeding Journal,DOAJ,2006,International Breastfeeding Journal,issn_e,1.2006 -,2006 -,2006
1746-4811,1746-4811,Plant Methods,DOAJ,2005,Plant Methods,issn_e,1.2005 -,2005 -,2005
1746-6148,1746-6148,BMC Veterinary Research,DOAJ,2005,BMC Veterinary Research,issn_e,2005 -,2005 -,2005
1747-1028,1747-1028,Cell Division,DOAJ,2006,Cell Division,issn_e,1.2006 -,2006 -,2006
1747-5341,1747-5341,"Philosophy, Ethics, and Humanities in Medicine",DOAJ,2006,"Philosophy, Ethics, and Humanities in Medicine",issn_e,1.2006 -,2006 -,2006
1747-597X,1747-597X,"Substance Abuse Treatment, Prevention, and Policy",DOAJ,2006,"Substance Abuse Treatment, Prevention, and Policy",issn_e,1.2006 -,2006 -,2006
1748-1325,1748-1317,International Journal of Low-Carbon Technologies,DOAJ,2014,International Journal of Low-Carbon Technologies,issn_e,1.2006 -,2006 -,2006
1748-1317,1748-1317,International Journal of Low-Carbon Technologies,DOAJ,2014,International Journal of Low-Carbon Technologies,issn_print,1.2006 -,2006 -,2006
1748-1317,1748-1317,International Journal of Low-Carbon Technologies,DOAJ,2014,International Journal of Low-Carbon Technologies,issn_print,1.2006 - 8.2013,2006 -,2006
1748-2623,1748-2623,International Journal of Qualitative Studies on Health & Well-Being,DOAJ,2006,International Journal of Qualitative Studies on Health & Well-Being,issn_print,1.2006 -,2006 -,2006
1748-2623,1748-2623,International Journal of Qualitative Studies on Health & Well-Being,DOAJ,2006,International Journal of Qualitative Studies on Health & Well-Being,issn_print,1.2006 -,2006 -,2006
1748-2631,1748-2623,International Journal of Qualitative Studies on Health & Well-Being,DOAJ,2006,International Journal of Qualitative Studies on Health & Well-Being,issn_e,1.2006 -,2006 -,2006
1748-2631,1748-2623,International Journal of Qualitative Studies on Health & Well-Being,DOAJ,2006,International Journal of Qualitative Studies on Health & Well-Being,issn_e,1.2006 -,2006 -,2006
1748-5908,1748-5908,Implementation Science,DOAJ,2006,Implementation Science,issn_e,1.2006 -,2006 -,2006
1748-670X,1748-670X,Computational and Mathematical Methods in Medicine,DOAJ,1997,Computational and Mathematical Methods in Medicine,issn_print,7.2006 - 11.2010,2006 -,2006
1748-670X,1748-670X,Computational and Mathematical Methods in Medicine,DOAJ,1997,Computational and Mathematical Methods in Medicine,issn_print,7.2006 -,2006 -,2006
1748-6718,1748-670X,Computational and Mathematical Methods in Medicine,DOAJ,1997,Computational and Mathematical Methods in Medicine,issn_e,7.2006 - 11.2010,2006 -,2006
1748-6718,1748-670X,Computational and Mathematical Methods in Medicine,DOAJ,1997,Computational and Mathematical Methods in Medicine,issn_e,7.2006 -,2006 -,2006
1748-717X,1748-717X,Radiation Oncology,DOAJ,2006,Radiation Oncology,issn_e,1.2006 -,2006 -,2006
1748-7188,1748-7188,Algorithms for Molecular Biology,DOAJ,2006,Algorithms for Molecular Biology,issn_e,1.2006 -,2006 -,2006
1748-9326,1748-9326,Environmental Research Letters,DOAJ,2006,Environmental Research Letters,issn_e,1.2006 -,2006 -,2006
1749-5016,1749-5016,Social Cognitive and Affective Neuroscience,DOAJ,2017,Social Cognitive and Affective Neuroscience,issn_print,1.2006 -,2006 -,2006
1749-5016,1749-5016,Social Cognitive and Affective Neuroscience,DOAJ,2017,Social Cognitive and Affective Neuroscience,issn_print,1.2006 -,2006 -,2006
1749-5024,1749-5016,Social Cognitive and Affective Neuroscience,DOAJ,2017,Social Cognitive and Affective Neuroscience,issn_e,1.2006 -,2006 -,2006
1749-5024,1749-5016,Social Cognitive and Affective Neuroscience,DOAJ,2017,Social Cognitive and Affective Neuroscience,issn_e,1.2006 -,2006 -,2006
1749-7221,1749-7221,Journal of Brachial Plexus and Peripheral Nerve Injury,DOAJ,2006,Journal of Brachial Plexus and Peripheral Nerve Injury,issn_e,1.2006 -,2006 -,2006
1749-7922,1749-7922,World Journal of Emergency Surgery,DOAJ,2006,World Journal of Emergency Surgery,issn_e,1.2006 -,2006 -,2006
1749-799X,1749-799X,Journal of Orthopaedic Surgery and Research,DOAJ,2006,Journal of Orthopaedic Surgery and Research,issn_e,1.2006 -,2006 -,2006
1749-8090,1749-8090,Journal of Cardiothoracic Surgery,DOAJ,2006,Journal of Cardiothoracic Surgery,issn_e,1.2006 -,2006 -,2006
1749-8104,1749-8104,Neural Development,DOAJ,2006,Neural Development,issn_e,1.2006 -,2006 -,2006
1749-8546,1749-8546,Chinese Medicine,DOAJ,2006,Chinese Medicine,issn_e,1.2006 -,2006 -,2006
1750-1172,1750-1172,Orphanet Journal of Rare Diseases,DOAJ,2006,Orphanet Journal of Rare Diseases,issn_e,1.2006 -,2006 -,2006
1750-1326,1750-1326,Molecular Neurodegeneration,DOAJ,2006,Molecular Neurodegeneration,issn_e,1.2006 -,2006 -,2006
1750-2659,1750-2640,Influenza and Other Respiratory Viruses,DOAJ,2014,Influenza and Other Respiratory Viruses,issn_e,1.2007 - 6.2012,2007 -,2007
1750-2659,1750-2640,Influenza and Other Respiratory Viruses,DOAJ,2014,Influenza and Other Respiratory Viruses,issn_e,1.2007 -,2007 -,2007
1750-2640,1750-2640,Influenza and Other Respiratory Viruses,DOAJ,2014,Influenza and Other Respiratory Viruses,issn_print,1.2007 - 6.2012,2007 -,2007
1750-2640,1750-2640,Influenza and Other Respiratory Viruses,DOAJ,2014,Influenza and Other Respiratory Viruses,issn_print,1.2007 -,2007 -,2007
1750-9378,1750-9378,Infectious Agents and Cancer,DOAJ,2006,Infectious Agents and Cancer,issn_e,1.2006 -,2006 -,2006
1751-0473,1751-0473,Source Code for Biology and Medicine,DOAJ,2006,Source Code for Biology and Medicine,issn_e,1.2006 -,2006 -,2006
1751-0759,1751-0759,BioPsychoSocial Medicine,DOAJ,2007,BioPsychoSocial Medicine,issn_e,1.2007 -,2007 -,2007
1751-3758,1751-3758,Journal of Biological Dynamics,DOAJ,2012,Journal of Biological Dynamics,issn_print,1.2007 - 5.2011,2007 -,2007
1751-3758,1751-3758,Journal of Biological Dynamics,DOAJ,2012,Journal of Biological Dynamics,issn_print,1.2007 -,2007 -,2007
1751-3766,1751-3758,Journal of Biological Dynamics,DOAJ,2012,Journal of Biological Dynamics,issn_e,1.2007 - 5.2011,2007 -,2007
1751-3766,1751-3758,Journal of Biological Dynamics,DOAJ,2012,Journal of Biological Dynamics,issn_e,1.2007 -,2007 -,2007
1751-8253,1751-7192,Green Chemistry Letters and Reviews,DOAJ,2012,Green Chemistry Letters and Reviews,issn_print,1.2007/08 -,NA,NA
1751-8253,1751-7192,Green Chemistry Letters and Reviews,DOAJ,2012,Green Chemistry Letters and Reviews,issn_print,2007 -,2007 -,2007
1751-7192,1751-7192,Green Chemistry Letters and Reviews,DOAJ,2012,Green Chemistry Letters and Reviews,issn_e,1.2007/08 -,NA,NA
1751-7192,1751-7192,Green Chemistry Letters and Reviews,DOAJ,2012,Green Chemistry Letters and Reviews,issn_e,2007 -,2007 -,2007
1751-7915,1751-7915,Microbial Biotechnology,DOAJ,2012,Microbial Biotechnology,issn_e,1.2008 -,2008 -,2008
1752-0509,1752-0509,BMC Systems Biology,DOAJ,2007,BMC Systems Biology,issn_e,1.2007 -,2007 -,2007
1752-1505,1752-1505,Conflict and Health,DOAJ,2007,Conflict and Health,issn_e,1.2007 -,2007 -,2007
1752-153X,1752-153X,Chemistry Central Journal,DOAJ,2007,Chemistry Central Journal,issn_e,"Volume 1, Issue 1 (December 2007) - volume 12, issue 1 (December 2018)",NA,NA
1752-4458,1752-4458,International Journal of Mental Health Systems,DOAJ,2007,International Journal of Mental Health Systems,issn_e,1.2007 -,2007 -,2007
1752-4571,1752-4571,Evolutionary Applications,DOAJ,2008,Evolutionary Applications,issn_e,1.2008 -,2008 -,2008
1752-8062,1752-8054,Clinical and Translational Science,DOAJ,2016,Clinical and Translational Science,issn_e,1.2008 -,2008 -,2008
1752-8062,1752-8054,Clinical and Translational Science,DOAJ,2016,Clinical and Translational Science,issn_e,1.2008 -,2008 -,2008
1753-2000,1753-2000,Child and Adolescent Psychiatry and Mental Health,DOAJ,2007,Child and Adolescent Psychiatry and Mental Health,issn_e,1.2007 -,2007 -,2007
1753-4658,1753-4658,Therapeutic Advances in Respiratory Disease,DOAJ,2018,Therapeutic Advances in Respiratory Disease,issn_print,1.2007 - 10.2016,2007 -,2007
1753-4658,1753-4658,Therapeutic Advances in Respiratory Disease,DOAJ,2018,Therapeutic Advances in Respiratory Disease,issn_print,1.2007 -,2007 -,2007
1753-4666,1753-4658,Therapeutic Advances in Respiratory Disease,DOAJ,2018,Therapeutic Advances in Respiratory Disease,issn_e,1.2007 - 10.2016,2007 -,2007
1753-4666,1753-4658,Therapeutic Advances in Respiratory Disease,DOAJ,2018,Therapeutic Advances in Respiratory Disease,issn_e,1.2007 -,2007 -,2007
1754-1611,1754-1611,Journal of Biological Engineering,DOAJ,2007,Journal of Biological Engineering,issn_e,1.2007 -,2007 -,2007
1754-6605,1754-6605,ecancermedicalscience,DOAJ,2007,ecancermedicalscience,issn_e,1.2007 -,2007 -,2007
1754-6834,1754-6834,Biotechnology for Biofuels,DOAJ,2008,Biotechnology for Biofuels,issn_e,1.2008 -,2008 -,2008
1754-8403,1754-8403,Disease Models & Mechanisms,DOAJ,2011,Disease Models & Mechanisms,issn_print,"1.2008,1(July/Aug) -",NA,NA
1754-8403,1754-8403,Disease Models & Mechanisms,DOAJ,2011,Disease Models & Mechanisms,issn_print,1.2008 -,2008 -,2008
1754-8411,1754-8403,Disease Models & Mechanisms,DOAJ,2011,Disease Models & Mechanisms,issn_e,"1.2008,1(July/Aug) -",NA,NA
1754-8411,1754-8403,Disease Models & Mechanisms,DOAJ,2011,Disease Models & Mechanisms,issn_e,1.2008 -,2008 -,2008
1754-9493,1754-9493,Patient Safety in Surgery,DOAJ,2007,Patient Safety in Surgery,issn_e,1.2007 -,2007 -,2007
1755-263X,1755-263X,Conservation Letters,DOAJ,2015,Conservation Letters,issn_e,1.2008 -,2008 -,2008
1755-3091,1755-3091,China Journal of Accounting Research,DOAJ,2008,China Journal of Accounting Research,issn_print,"1.2008,1; 2.2009 -",2009 -,2009
1755-3091,1755-3091,China Journal of Accounting Research,DOAJ,2008,China Journal of Accounting Research,issn_print,"1.2008,1; 2.2009 -",2009 -,2009
1755-8166,1755-8166,Molecular Cytogenetics,DOAJ,2008,Molecular Cytogenetics,issn_e,1.2008 -,2008 -,2008
1755-8794,1755-8794,BMC Medical Genomics,DOAJ,2008,BMC Medical Genomics,issn_e,1.2008 -,2008 -,2008
1756-0381,1756-0381,BioData Mining,DOAJ,2008,BioData Mining,issn_e,1.2008 -,2008 -,2008
1756-283X,1756-283X,Therapeutic Advances in Gastroenterology,DOAJ,2018,Therapeutic Advances in Gastroenterology,issn_print,1.2008 -,2008 -,2008
1756-283X,1756-283X,Therapeutic Advances in Gastroenterology,DOAJ,2018,Therapeutic Advances in Gastroenterology,issn_print,1.2008 -,2008 -,2008
1756-2848,1756-283X,Therapeutic Advances in Gastroenterology,DOAJ,2018,Therapeutic Advances in Gastroenterology,issn_e,1.2008 -,2008 -,2008
1756-2848,1756-283X,Therapeutic Advances in Gastroenterology,DOAJ,2018,Therapeutic Advances in Gastroenterology,issn_e,1.2008 -,2008 -,2008
1756-2856,1756-2856,Therapeutic Advances in Neurological Disorders,DOAJ,2017,Therapeutic Advances in Neurological Disorders,issn_print,1.2008 -,2008 -,2008
1756-2856,1756-2856,Therapeutic Advances in Neurological Disorders,DOAJ,2017,Therapeutic Advances in Neurological Disorders,issn_print,1.2008 -,2008 -,2008
1756-2864,1756-2856,Therapeutic Advances in Neurological Disorders,DOAJ,2017,Therapeutic Advances in Neurological Disorders,issn_e,1.2008 -,2008 -,2008
1756-2864,1756-2856,Therapeutic Advances in Neurological Disorders,DOAJ,2017,Therapeutic Advances in Neurological Disorders,issn_e,1.2008 -,2008 -,2008
1756-3305,1756-3305,Parasites & Vectors,DOAJ,2008,Parasites & Vectors,issn_e,1.2008 -,2008 -,2008
1756-6606,1756-6606,Molecular Brain,DOAJ,2008,Molecular Brain,issn_e,1.2008 -,2008 -,2008
1756-6614,1756-6614,Thyroid Research,DOAJ,2008,Thyroid Research,issn_e,1.2008 -,2008 -,2008
1756-8277,1756-8277,International Journal of Spray and Combustion Dynamics,DOAJ,2009,International Journal of Spray and Combustion Dynamics,issn_print,1.2009 -,2009 -,2009
1756-8277,1756-8277,International Journal of Spray and Combustion Dynamics,DOAJ,2009,International Journal of Spray and Combustion Dynamics,issn_print,1.2009 -,2009 -,2009
1756-8285,1756-8277,International Journal of Spray and Combustion Dynamics,DOAJ,2009,International Journal of Spray and Combustion Dynamics,issn_e,1.2009 -,2009 -,2009
1756-8285,1756-8277,International Journal of Spray and Combustion Dynamics,DOAJ,2009,International Journal of Spray and Combustion Dynamics,issn_e,1.2009 -,2009 -,2009
1756-8293,1756-8293,International Journal of Micro Air Vehicles,DOAJ,2009,International Journal of Micro Air Vehicles,issn_print,1.2009 -,2009 -,2009
1756-8293,1756-8293,International Journal of Micro Air Vehicles,DOAJ,2009,International Journal of Micro Air Vehicles,issn_print,1.2009 -,2009 -,2009
1756-8307,1756-8293,International Journal of Micro Air Vehicles,DOAJ,2009,International Journal of Micro Air Vehicles,issn_e,1.2009 -,2009 -,2009
1756-8307,1756-8293,International Journal of Micro Air Vehicles,DOAJ,2009,International Journal of Micro Air Vehicles,issn_e,1.2009 -,2009 -,2009
1756-8692,1756-8692,International Journal of Climate Change Strategies and Management,DOAJ,2018,International Journal of Climate Change Strategies and Management,issn_print,1.2009 -,2009 -,2009
1756-8706,1756-8692,International Journal of Climate Change Strategies and Management,DOAJ,2018,International Journal of Climate Change Strategies and Management,issn_e,1.2009 -,2009 -,2009
1756-8722,1756-8722,Journal of Hematology & Oncology,DOAJ,2008,Journal of Hematology & Oncology,issn_e,1.2008 -,2008 -,2008
1756-8935,1756-8935,Epigenetics & Chromatin,DOAJ,2008,Epigenetics & Chromatin,issn_e,1.2008 -,2008 -,2008
1756-994X,1756-994X,Genome Medicine,DOAJ,2009,Genome Medicine,issn_e,1.2009 -,2009 -,2009
1756-9966,1756-9966,Journal of Experimental & Clinical Cancer Research,DOAJ,2008,Journal of Experimental & Clinical Cancer Research,issn_e,1.1982 - 26.2007,1982 -,1982
1756-9966,1756-9966,Journal of Experimental & Clinical Cancer Research,DOAJ,2008,Journal of Experimental & Clinical Cancer Research,issn_e,27.2008 -,2008 -,2008
1757-1146,1757-1146,Journal of Foot and Ankle Research,DOAJ,2008,Journal of Foot and Ankle Research,issn_e,1.2008 -,2008 -,2008
1757-1707,1757-1693,GCB Bioenergy,DOAJ,2016,GCB Bioenergy,issn_e,"Volume 1, Issue 1 (Januar 2009)-Volume 7, Issue 6 (November 2015)",NA,NA
1757-1707,1757-1693,GCB Bioenergy,DOAJ,2016,GCB Bioenergy,issn_e,1.2009 -,2009 -,2009
1757-2215,1757-2215,Journal of Ovarian Research,DOAJ,2008,Journal of Ovarian Research,issn_e,1.2008 -,2008 -,2008
1757-4684,1757-4676,EMBO Molecular Medicine,DOAJ,2009,EMBO Molecular Medicine,issn_e,1.2009 -,2009 -,2009
1757-4684,1757-4676,EMBO Molecular Medicine,DOAJ,2009,EMBO Molecular Medicine,issn_e,1.2009 -,2009 -,2009
1757-4676,1757-4676,EMBO Molecular Medicine,DOAJ,2009,EMBO Molecular Medicine,issn_print,1.2009 -,2009 -,2009
1757-4676,1757-4676,EMBO Molecular Medicine,DOAJ,2009,EMBO Molecular Medicine,issn_print,1.2009 -,2009 -,2009
1757-4749,1757-4749,Gut Pathogens,DOAJ,2009,Gut Pathogens,issn_e,1.2009 -,2009 -,2009
1757-6512,1757-6512,Stem Cell Research & Therapy,DOAJ,2010,Stem Cell Research & Therapy,issn_e,1.2010 -,2010 -,2010
1757-7241,1757-7241,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",DOAJ,2008,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",issn_e,Nachgewiesen 16.2008 -,2008 -,2008
1758-0463,1758-0463,Database: The Journal of Biological Databases and Curation,DOAJ,2009,Database: The Journal of Biological Databases and Curation,issn_e,2009 -,2009 -,2009
1758-1923,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_print,1.2012 -,2012 -,2012
1758-1923,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_print,1.2012 -,2012 -,2012
1758-1931,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_e,1.2012 -,2012 -,2012
1758-1931,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_e,1.2012 -,2012 -,2012
1758-2652,1758-2652,Journal of the International AIDS Society,DOAJ,2004,Journal of the International AIDS Society,issn_e,Nachgewiesen 6.2004 -,2004 -,2004
1758-972X,1758-2733,Journal of British and Irish Innovative Poetry,DOAJ,2015,Journal of British and Irish Innovative Poetry,issn_e,"Volume 1, number 1 (September 2009)-",NA,NA
1758-2946,1758-2946,Journal of Cheminformatics,DOAJ,2009,Journal of Cheminformatics,issn_e,1.2009 -,2009 -,2009
1758-4302,1758-4302,Clinical Lipidology,DOAJ,2016,Clinical Lipidology,issn_e,4.2009 -,2009 -,2009
1758-4302,1758-4302,Clinical Lipidology,DOAJ,2016,Clinical Lipidology,issn_e,4.2009 -,2009 -,2009
1758-5996,1758-5996,Diabetology & Metabolic Syndrome,DOAJ,2009,Diabetology & Metabolic Syndrome,issn_e,1.2009 -,2009 -,2009
1758-8359,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_e,1.2009 -,2009 -,2009
1758-8359,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_e,1.2009 -,2009 -,2009
1758-8340,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_print,1.2009 -,2009 -,2009
1758-8340,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_print,1.2009 -,2009 -,2009
1758-9193,1758-9193,Alzheimer’s Research & Therapy,DOAJ,2009,Alzheimer’s Research & Therapy,issn_e,1.2009 -,2009 -,2009
1759-0914,1759-0914,ASN Neuro,DOAJ,2009,ASN Neuro,issn_e,1.2009 -,2009 -,2009
1759-6653,1759-6653,Genome Biology and Evolution,DOAJ,2009,Genome Biology and Evolution,issn_e,2009 -,2009 -,2009
1759-7323,1759-7323,Quantitative Economics,DOAJ,2010,Quantitative Economics,issn_print,1.2010 -,2010 -,2010
1759-7323,1759-7323,Quantitative Economics,DOAJ,2010,Quantitative Economics,issn_print,1.2010 -,2010 -,2010
1759-7331,1759-7323,Quantitative Economics,DOAJ,2010,Quantitative Economics,issn_e,1.2010 -,2010 -,2010
1759-7331,1759-7323,Quantitative Economics,DOAJ,2010,Quantitative Economics,issn_e,1.2010 -,2010 -,2010
1759-7706,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_print,1.2010 -,2010 -,2010
1759-7706,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_print,1.2010 -,2010 -,2010
1759-7714,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_e,1.2010 -,2010 -,2010
1759-7714,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_e,1.2010 -,2010 -,2010
1759-8753,1759-8753,Mobile DNA,DOAJ,2010,Mobile DNA,issn_e,1.2010 -,2010 -,2010
1759-9008,1759-9008,Journal of Logic and Analysis,DOAJ,2009,Journal of Logic and Analysis,issn_e,1.2009 -,2009 -,2009
1760-5393,1760-5393,Revue d'anthropologie des connaissances,DOAJ,2007,Revue d'anthropologie des connaissances,issn_e,1.2007 -,2007 -,2007
1760-5776,1760-5776,Cahiers d'Études du Religieux- Recherches Interdisciplinaires,DOAJ,2007,Cahiers d'Études du Religieux- Recherches Interdisciplinaires,issn_e,1.2008 -,2008 -,2008
1765-2723,1765-2723,Activités,DOAJ,2004,Activités,issn_e,1.2004 -,2004 -,2004
1765-307X,1765-307X,Cahiers de Narratologie,DOAJ,2001,Cahiers de Narratologie,issn_e,NA,NA,NA
1772-9971,1772-9971,Développement Durable et Territoires,DOAJ,2002,Développement Durable et Territoires,issn_e,Nachgewiesen 2003 -,2003 -,2003
1788-618X,1788-618X,eXPRESS Polymer Letters,DOAJ,2007,eXPRESS Polymer Letters,issn_e,1.2007 -,2007 -,2007
1788-618X,1788-618X,eXPRESS Polymer Letters,DOAJ,2007,eXPRESS Polymer Letters,issn_e,1.2007 -,2007 -,2007
2241-5793,1790-045X,Journal of Biological Research - Thessaloniki,DOAJ,2004,Journal of Biological Research - Thessaloniki,issn_e,1.2004 - 20.2013,2004 -,2004
2241-5793,1790-045X,Journal of Biological Research - Thessaloniki,DOAJ,2004,Journal of Biological Research - Thessaloniki,issn_e,21.2014 -,2014 -,2014
1790-045X,1790-045X,Journal of Biological Research - Thessaloniki,DOAJ,2004,Journal of Biological Research - Thessaloniki,issn_print,1.2004 - 20.2013,2004 -,2004
1790-045X,1790-045X,Journal of Biological Research - Thessaloniki,DOAJ,2004,Journal of Biological Research - Thessaloniki,issn_print,1.2004-Volume 22 (December 2015) ; damit Erscheinen eingestellt,NA,NA
1791-7603,1790-3572,Historical Review,DOAJ,2004,Historical Review,issn_e,NA,NA,NA
1790-3572,1790-3572,Historical Review,DOAJ,2004,Historical Review,issn_print,1.2004 -,2004 -,2004
1790-3572,1790-3572,Historical Review,DOAJ,2004,Historical Review,issn_print,1.2004 -,2004 -,2004
2241-1666,1791-1362,Epistīmonika Chronika,DOAJ,2014,Epistīmonika Chronika,issn_e,NA,NA,NA
1791-1362,1791-1362,Epistīmonika Chronika,DOAJ,2014,Epistīmonika Chronika,issn_print,NA,NA,NA
1792-8036,1792-8036,"Engineering, Technology & Applied Science Research",DOAJ,2011,"Engineering, Technology & Applied Science Research",issn_e,1.2011 -,2011 -,2011
2241-4487,1792-8036,"Engineering, Technology & Applied Science Research",DOAJ,2011,"Engineering, Technology & Applied Science Research",issn_print,NA,NA,NA
1793-7205,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_e,1.2008 -,2008 -,2008
1793-7205,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_e,1.2008 -,2008 -,2008
1793-5458,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_print,1.2008 -,2008 -,2008
1793-5458,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_print,1.2008 -,2008 -,2008
1794-3841,1794-3841,Hallazgos,DOAJ,2004,Hallazgos,issn_print,Nachgewiesen 1.2004 = Nr. 2 -,NA,NA
1794-3841,1794-3841,Hallazgos,DOAJ,2004,Hallazgos,issn_print,"Vol. 1, núm. 1 (2004)-",NA,NA
1794-4724,1794-4724,Avances en Psicología Latinoamericana,DOAJ,2004,Avances en Psicología Latinoamericana,issn_print,22.2004 -,2004 -,2004
1794-4724,1794-4724,Avances en Psicología Latinoamericana,DOAJ,2004,Avances en Psicología Latinoamericana,issn_print,22.2004 -,2004 -,2004
2145-4515,1794-4724,Avances en Psicología Latinoamericana,DOAJ,2004,Avances en Psicología Latinoamericana,issn_e,NA,NA,NA
1794-5887,1794-5887,Co-herencia: Revista de Humanidades,DOAJ,2004,Co-herencia: Revista de Humanidades,issn_print,1.2004 -,2004 -,2004
1794-5887,1794-5887,Co-herencia: Revista de Humanidades,DOAJ,2004,Co-herencia: Revista de Humanidades,issn_print,1.2004 -,2004 -,2004
2389-783X,1794-5992,Duazary,DOAJ,2004,Duazary,issn_e,"Volumen 1, no 1 (2004)-",NA,NA
1794-5992,1794-5992,Duazary,DOAJ,2004,Duazary,issn_print,"Volumen 1, no 1 (2004)-",NA,NA
1794-6190,1794-6190,Earth Sciences Research Journal,DOAJ,2004,Earth Sciences Research Journal,issn_print,"Vol. 15, no. 2 (2011) [?] -",NA,NA
1794-6190,1794-6190,Earth Sciences Research Journal,DOAJ,2004,Earth Sciences Research Journal,issn_print,1.1992 -,1992 -,1992
1794-6638,1794-6638,Ratio Juris,DOAJ,2004,Ratio Juris,issn_print,Nachgewiesen Nr. 3.2005 -,2005 -,2005
1794-6638,1794-6638,Ratio Juris,DOAJ,2004,Ratio Juris,issn_print,Nachgewiesen Nr.6.2008 -,2008 -,2008
1799-3121,1799-3121,Approaching Religion,DOAJ,2011,Approaching Religion,issn_e,1.2011 -,2011 -,2011
1799-8204,1799-8204,International Journal of Sino-Western Studies,DOAJ,2011,International Journal of Sino-Western Studies,issn_print,NA,NA,NA
2242-2471,1799-8204,International Journal of Sino-Western Studies,DOAJ,2011,International Journal of Sino-Western Studies,issn_e,NA,NA,NA
1800-6698,1800-5845,Montenegrin Journal of Economics,DOAJ,2005,Montenegrin Journal of Economics,issn_e,"Volume 1, no. 1 (2005)-",NA,NA
1800-6698,1800-5845,Montenegrin Journal of Economics,DOAJ,2005,Montenegrin Journal of Economics,issn_e,"Vol. 1, no. 1 (2005)-",NA,NA
1800-5845,1800-5845,Montenegrin Journal of Economics,DOAJ,2005,Montenegrin Journal of Economics,issn_print,"Volume 1, no. 1 (2005)-",NA,NA
1800-5845,1800-5845,Montenegrin Journal of Economics,DOAJ,2005,Montenegrin Journal of Economics,issn_print,"Vol. 1, no. 1 (2005)-",NA,NA
1800-8755,1800-8763,Montenegrin Journal of Sports Science and Medicine,DOAJ,2012,Montenegrin Journal of Sports Science and Medicine,issn_print,1.2012 -,2012 -,2012
